,Edad,Sexo,Trabajo,Alojamiento,Cuenta de ahorros,Monto de credito,Duracion,Proposito,Riesgo
481,26,M,2,propio,poco,1201,24,carro,bueno
482,57,F,2,rentado,rico,3622,30,inmoviliario/equipo,bueno
483,30,F,2,propio,rico,960,15,inmoviliario/equipo,bueno
484,44,M,2,propio,casi rico,1163,12,carro,bueno
485,47,M,3,propio,poco,1209,6,carro,malo
486,52,M,2,propio,poco,3077,12,radio/TV,bueno
487,62,F,2,gratis,poco,3757,24,carro,bueno
488,35,M,1,rentado,moderado,1418,10,carro,bueno
489,26,M,2,rentado,poco,3518,6,carro,bueno
490,26,M,2,propio,poco,1934,12,radio/TV,bueno
491,42,F,3,gratis,poco,8318,27,negocios,malo
492,27,F,2,propio,moderado,1237,6,radio/TV,bueno
493,38,M,2,propio,NA,368,6,radio/TV,bueno
494,39,M,1,rentado,poco,2122,12,carro,bueno
495,20,M,2,propio,NA,2996,24,inmoviliario/equipo,malo
496,29,M,3,rentado,moderado,9034,36,inmoviliario/equipo,malo
497,40,M,2,propio,poco,1585,24,inmoviliario/equipo,bueno
498,32,M,1,propio,poco,1301,18,radio/TV,bueno
499,28,M,2,propio,moderado,1323,6,carro,bueno
500,27,F,2,propio,poco,3123,24,carro,malo
501,42,M,2,gratis,poco,5493,36,carro,bueno
502,49,M,2,propio,moderado,1126,9,radio/TV,bueno
503,38,M,2,propio,moderado,1216,24,radio/TV,malo
504,24,F,2,rentado,poco,1207,24,carro,malo
505,27,M,1,propio,NA,1309,10,carro,malo
506,36,M,2,propio,casi rico,2360,15,carro,bueno
507,34,M,3,propio,moderado,6850,15,carro,malo
508,28,M,2,propio,poco,1413,24,radio/TV,bueno
509,45,M,3,propio,moderado,8588,39,carro,bueno
510,26,M,2,propio,poco,759,12,carro,malo
511,32,M,3,gratis,poco,4686,36,carro,bueno
512,26,M,2,rentado,poco,2687,15,negocios,bueno
513,20,M,2,rentado,poco,585,12,radio/TV,bueno
514,54,M,2,propio,NA,2255,24,carro,bueno
515,37,F,2,propio,poco,609,6,carro,bueno
516,40,M,1,propio,poco,1361,6,carro,bueno
517,23,F,2,rentado,poco,7127,36,inmoviliario/equipo,malo
518,43,M,2,propio,moderado,1203,6,carro,bueno
519,36,M,2,gratis,NA,700,6,radio/TV,bueno
520,44,M,2,gratis,poco,5507,24,refacciones,bueno
521,24,F,2,propio,poco,3190,18,radio/TV,malo
522,53,M,2,gratis,poco,7119,48,inmoviliario/equipo,malo
523,23,F,2,propio,moderado,3488,24,carro,bueno
524,26,F,1,propio,poco,1113,18,radio/TV,bueno
525,30,M,2,propio,poco,7966,26,carro,bueno
526,31,F,2,propio,moderado,1532,15,educacion,bueno
527,42,M,1,propio,poco,1503,4,radio/TV,bueno
528,31,M,2,rentado,poco,2302,36,radio/TV,malo
529,41,M,1,propio,poco,662,6,carro,bueno
530,32,M,2,propio,poco,2273,36,educacion,bueno
531,28,F,2,rentado,moderado,2631,15,carro,malo
532,41,M,2,rentado,poco,1503,12,carro,bueno
533,26,M,2,propio,moderado,1311,24,radio/TV,bueno
534,25,M,2,propio,NA,3105,24,radio/TV,bueno
535,33,M,2,rentado,poco,2319,21,educacion,malo
536,75,F,3,propio,NA,1374,6,carro,bueno
537,37,F,2,propio,poco,3612,18,inmoviliario/equipo,bueno
538,42,M,3,gratis,poco,7763,48,carro,malo
539,45,F,1,propio,poco,3049,18,inmoviliario/equipo,bueno
540,23,M,2,rentado,poco,1534,12,radio/TV,malo
541,60,M,2,gratis,poco,2032,24,carro,bueno
542,31,M,2,propio,NA,6350,30,inmoviliario/equipo,malo
543,34,M,1,propio,poco,2864,18,inmoviliario/equipo,malo
544,61,M,1,propio,poco,1255,12,carro,bueno
545,43,M,2,gratis,poco,1333,24,carro,malo
546,37,F,2,propio,poco,2022,24,carro,bueno
547,32,M,2,propio,poco,1552,24,radio/TV,bueno
548,24,F,1,propio,poco,626,12,radio/TV,malo
549,35,M,2,gratis,NA,8858,48,carro,bueno
550,23,F,2,propio,NA,996,12,refacciones,bueno
551,45,M,1,propio,casi rico,1750,6,radio/TV,bueno
552,34,M,2,propio,poco,6999,48,radio/TV,malo
553,27,M,2,propio,moderado,1995,12,carro,bueno
554,67,F,3,propio,poco,1199,9,educacion,bueno
555,22,M,2,propio,poco,1331,12,radio/TV,malo
556,28,F,2,propio,moderado,2278,18,carro,malo
557,29,F,2,propio,NA,5003,21,carro,malo
558,27,M,2,propio,poco,3552,24,inmoviliario/equipo,malo
559,31,M,1,propio,poco,1928,18,inmoviliario/equipo,malo
560,49,M,2,gratis,NA,2964,24,carro,bueno
561,24,M,1,rentado,poco,1546,24,radio/TV,malo
562,29,F,2,propio,poco,683,6,radio/TV,bueno
563,37,M,2,gratis,NA,12389,36,carro,malo
564,37,M,3,propio,NA,4712,24,negocios,bueno
565,23,F,2,rentado,moderado,1553,24,radio/TV,bueno
566,36,M,2,propio,poco,1372,12,carro,malo
567,34,M,2,propio,rico,2578,24,radio/TV,bueno
568,41,M,2,propio,NA,3979,48,radio/TV,bueno
569,31,F,2,propio,poco,6758,48,radio/TV,malo
570,23,F,1,rentado,poco,3234,24,inmoviliario/equipo,malo
571,38,M,2,propio,poco,5954,30,radio/TV,bueno
572,26,F,3,rentado,NA,5433,24,carro,bueno
573,22,F,1,propio,poco,806,15,negocios,bueno
574,27,M,1,propio,poco,1082,9,radio/TV,bueno
575,24,F,2,propio,poco,2788,15,inmoviliario/equipo,bueno
576,27,F,2,propio,poco,2930,12,radio/TV,bueno
577,33,F,2,propio,NA,1927,24,educacion,bueno
578,27,M,2,propio,poco,2820,36,carro,malo
579,27,M,1,propio,poco,937,24,educacion,bueno
580,30,M,2,propio,poco,1056,18,carro,malo
581,49,M,1,propio,poco,3124,12,carro,bueno
582,26,F,2,rentado,poco,1388,9,inmoviliario/equipo,bueno
583,33,M,1,rentado,poco,2384,36,refacciones,malo
584,52,F,3,gratis,NA,2133,12,carro,bueno
585,20,F,2,rentado,poco,2039,18,inmoviliario/equipo,malo
586,36,M,2,rentado,poco,2799,9,carro,bueno
587,21,M,1,propio,poco,1289,12,inmoviliario/equipo,bueno
588,47,M,1,propio,poco,1217,18,usos domesticos,malo
589,60,M,2,propio,poco,2246,12,inmoviliario/equipo,malo
590,58,F,1,propio,poco,385,12,radio/TV,bueno
591,42,F,2,rentado,NA,1965,24,carro,bueno
592,36,F,1,propio,rico,1572,21,negocios,bueno
593,20,F,1,rentado,poco,2718,24,carro,malo
594,40,M,3,propio,NA,1358,24,vacaciones/otros,malo
595,32,F,1,propio,moderado,931,6,carro,malo
596,23,F,2,rentado,poco,1442,24,carro,malo
597,36,M,1,propio,poco,4241,24,negocios,malo
598,31,M,2,propio,poco,2775,18,carro,malo
599,32,M,2,gratis,poco,3863,24,negocios,bueno
600,45,F,2,propio,poco,2329,7,radio/TV,bueno
601,30,F,2,propio,poco,918,9,inmoviliario/equipo,malo
602,34,F,1,gratis,poco,1837,24,educacion,malo
603,28,F,3,propio,poco,3349,36,inmoviliario/equipo,malo
604,23,F,2,propio,poco,1275,10,inmoviliario/equipo,bueno
605,22,M,2,propio,casi rico,2828,24,inmoviliario/equipo,bueno
606,74,M,3,propio,poco,4526,24,negocios,bueno
607,50,F,2,gratis,moderado,2671,36,radio/TV,malo
608,33,M,2,propio,poco,2051,18,radio/TV,bueno
609,45,M,2,gratis,NA,1300,15,carro,bueno
610,22,F,2,propio,moderado,741,12,usos domesticos,malo
611,48,F,1,gratis,moderado,1240,10,carro,malo
612,29,F,2,propio,rico,3357,21,radio/TV,bueno
613,22,F,2,rentado,poco,3632,24,carro,bueno
614,22,F,2,propio,poco,1808,18,inmoviliario/equipo,malo
615,48,M,3,propio,NA,12204,48,negocios,bueno
616,27,M,3,gratis,NA,9157,60,radio/TV,bueno
617,37,M,2,rentado,poco,3676,6,carro,bueno
618,21,F,2,rentado,moderado,3441,30,inmoviliario/equipo,malo
619,49,M,1,propio,poco,640,12,carro,bueno
620,27,M,2,propio,poco,3652,21,negocios,bueno
621,32,M,2,propio,poco,1530,18,carro,malo
622,38,M,2,propio,NA,3914,48,negocios,malo
623,22,F,2,rentado,poco,1858,12,inmoviliario/equipo,bueno
624,65,M,2,gratis,poco,2600,18,radio/TV,malo
625,35,M,2,propio,NA,1979,15,radio/TV,bueno
626,41,M,2,propio,poco,2116,6,inmoviliario/equipo,bueno
627,29,M,2,propio,moderado,1437,9,carro,malo
628,36,M,2,propio,casi rico,4042,42,inmoviliario/equipo,bueno
629,64,M,1,propio,NA,3832,9,educacion,bueno
630,28,F,2,propio,poco,3660,24,radio/TV,bueno
631,44,M,2,propio,poco,1553,18,inmoviliario/equipo,malo
632,23,M,2,propio,NA,1444,15,radio/TV,bueno
633,19,F,2,rentado,poco,1980,9,inmoviliario/equipo,malo
634,25,F,1,propio,poco,1355,24,carro,malo
635,47,M,2,propio,poco,1393,12,educacion,bueno
636,28,F,2,propio,casi rico,1376,24,radio/TV,bueno
637,21,M,2,propio,poco,15653,60,radio/TV,bueno
638,34,F,2,propio,poco,1493,12,radio/TV,bueno
639,26,M,2,propio,poco,4370,42,radio/TV,malo
640,27,F,0,propio,poco,750,18,educacion,malo
641,38,M,1,propio,poco,1308,15,refacciones,bueno
642,40,M,3,propio,moderado,4623,15,educacion,malo
643,33,M,2,propio,poco,1851,24,radio/TV,bueno
644,32,M,3,propio,poco,1880,18,radio/TV,bueno
645,27,M,2,rentado,NA,7980,36,negocios,malo
646,32,M,2,propio,poco,4583,30,inmoviliario/equipo,bueno
647,26,F,2,propio,casi rico,1386,12,carro,malo
648,38,M,2,gratis,poco,947,24,carro,malo
649,40,M,1,rentado,poco,684,12,educacion,malo
650,50,M,3,gratis,poco,7476,48,educacion,bueno
651,37,M,1,propio,poco,1922,12,inmoviliario/equipo,malo
652,45,M,2,propio,poco,2303,24,carro,malo
653,42,M,3,propio,moderado,8086,36,carro,malo
654,35,M,2,propio,poco,2346,24,carro,bueno
655,22,M,2,gratis,poco,3973,14,carro,bueno
656,41,M,1,propio,poco,888,12,carro,malo
657,37,M,2,propio,NA,10222,48,radio/TV,bueno
658,28,F,2,propio,poco,4221,30,negocios,bueno
659,41,M,2,propio,poco,6361,18,inmoviliario/equipo,bueno
660,23,M,2,rentado,poco,1297,12,radio/TV,bueno
661,23,M,2,propio,NA,900,12,carro,malo
662,50,M,2,propio,poco,2241,21,inmoviliario/equipo,bueno
663,35,M,3,propio,poco,1050,6,inmoviliario/equipo,bueno
664,50,F,1,propio,poco,1047,6,educacion,bueno
665,27,M,3,propio,poco,6314,24,vacaciones/otros,bueno
666,34,M,2,propio,rico,3496,30,inmoviliario/equipo,bueno
667,27,F,2,propio,poco,3609,48,negocios,bueno
668,43,M,2,rentado,poco,4843,12,carro,malo
669,47,M,2,propio,poco,3017,30,radio/TV,bueno
670,27,M,1,propio,moderado,4139,24,negocios,bueno
671,31,M,2,propio,moderado,5742,36,negocios,bueno
672,42,M,3,propio,poco,10366,60,carro,bueno
673,24,M,2,propio,casi rico,2080,6,carro,bueno
674,41,M,1,propio,casi rico,2580,21,negocios,malo
675,26,F,3,rentado,poco,4530,30,radio/TV,bueno
676,33,M,2,propio,poco,5150,24,inmoviliario/equipo,bueno
677,24,M,2,propio,moderado,5595,72,radio/TV,malo
678,64,M,1,rentado,poco,2384,24,radio/TV,bueno
679,26,F,2,propio,poco,1453,18,radio/TV,bueno
680,56,F,2,propio,poco,1538,6,educacion,bueno
681,37,M,2,gratis,NA,2279,12,radio/TV,bueno
682,33,M,2,propio,poco,1478,15,radio/TV,bueno
683,47,M,2,gratis,poco,5103,24,radio/TV,bueno
684,31,M,1,propio,moderado,9857,36,negocios,bueno
685,34,M,2,gratis,NA,6527,60,carro,bueno
686,27,M,2,propio,NA,1347,10,radio/TV,bueno
687,30,M,2,gratis,moderado,2862,36,carro,bueno
688,35,M,2,propio,moderado,2753,9,radio/TV,bueno
689,31,M,2,propio,rico,3651,12,carro,bueno
690,25,M,2,propio,poco,975,15,inmoviliario/equipo,bueno
691,25,F,1,propio,moderado,2631,15,refacciones,bueno
692,29,M,2,propio,moderado,2896,24,radio/TV,bueno
693,44,M,1,propio,NA,4716,6,carro,bueno
694,28,M,2,propio,poco,2284,24,radio/TV,bueno
695,50,M,2,rentado,casi rico,1236,6,carro,bueno
696,29,M,2,propio,poco,1103,12,radio/TV,bueno
697,38,F,0,propio,poco,926,12,carro,bueno
698,24,M,2,propio,poco,1800,18,radio/TV,bueno
699,40,M,3,rentado,poco,1905,15,educacion,bueno
700,29,F,1,rentado,casi rico,1123,12,inmoviliario/equipo,malo
701,46,M,2,gratis,poco,6331,48,carro,malo
702,47,F,2,gratis,moderado,1377,24,radio/TV,bueno
703,41,M,2,propio,moderado,2503,30,negocios,bueno
704,32,F,2,propio,poco,2528,27,negocios,bueno
705,35,F,2,gratis,casi rico,5324,15,carro,bueno
706,24,M,2,propio,moderado,6560,48,carro,malo
707,25,F,2,rentado,poco,2969,12,inmoviliario/equipo,malo
708,25,F,2,propio,poco,1206,9,radio/TV,bueno
709,37,M,1,propio,poco,2118,9,radio/TV,bueno
710,32,M,3,propio,casi rico,629,18,radio/TV,bueno
711,35,F,2,gratis,poco,1198,6,educacion,malo
712,46,M,3,propio,NA,2476,21,carro,bueno
713,25,M,1,propio,poco,1138,9,radio/TV,bueno
714,27,M,3,propio,poco,14027,60,carro,malo
715,63,M,2,propio,NA,7596,30,carro,bueno
716,40,M,2,propio,NA,3077,30,radio/TV,bueno
717,32,M,3,gratis,poco,1505,18,radio/TV,bueno
718,31,M,2,propio,NA,3148,24,radio/TV,bueno
719,31,M,2,propio,moderado,6148,20,carro,bueno
720,34,M,3,propio,poco,1337,9,radio/TV,malo
721,24,F,2,rentado,rico,433,6,educacion,malo
722,24,F,1,propio,poco,1228,12,carro,malo
723,66,F,1,propio,casi rico,790,9,radio/TV,bueno
724,21,F,2,rentado,poco,2570,27,carro,malo
725,41,F,1,propio,rico,250,6,carro,bueno
726,47,M,1,propio,casi rico,1316,15,radio/TV,bueno
727,25,F,2,rentado,poco,1882,18,radio/TV,malo
728,59,F,2,rentado,poco,6416,48,negocios,malo
729,36,M,2,propio,rico,1275,24,negocios,bueno
730,33,M,2,propio,poco,6403,24,radio/TV,bueno
731,21,M,1,rentado,poco,1987,24,radio/TV,malo
732,44,F,1,propio,poco,760,8,radio/TV,bueno
733,28,F,2,rentado,rico,2603,24,carro,bueno
734,37,F,2,propio,poco,3380,4,carro,bueno
735,29,F,0,propio,NA,3990,36,usos domesticos,bueno
736,23,F,3,rentado,poco,11560,24,carro,malo
737,35,M,1,propio,moderado,4380,18,carro,bueno
738,45,M,3,propio,poco,6761,6,carro,bueno
739,26,F,1,rentado,moderado,4280,30,negocios,malo
740,32,M,2,propio,moderado,2325,24,carro,bueno
741,23,M,1,propio,poco,1048,10,radio/TV,bueno
742,41,M,2,propio,NA,3160,21,radio/TV,bueno
743,22,M,2,propio,casi rico,2483,24,inmoviliario/equipo,bueno
744,30,M,3,propio,NA,14179,39,inmoviliario/equipo,bueno
745,28,M,1,propio,poco,1797,13,negocios,bueno
746,23,F,2,rentado,poco,2511,15,carro,bueno
747,37,F,1,propio,poco,1274,12,carro,malo
748,26,M,2,propio,NA,5248,21,carro,bueno
749,33,M,2,propio,poco,3029,15,carro,bueno
750,49,F,2,propio,poco,428,6,inmoviliario/equipo,bueno
751,23,F,1,propio,poco,976,18,carro,malo
752,23,F,1,rentado,moderado,841,12,negocios,bueno
753,25,F,2,propio,poco,5771,30,radio/TV,bueno
754,55,M,2,gratis,rico,1555,12,refacciones,malo
755,32,F,2,rentado,NA,1285,24,carro,malo
756,74,M,0,propio,poco,1299,6,carro,bueno
757,39,M,2,gratis,NA,1271,15,radio/TV,malo
758,31,M,2,propio,poco,1393,24,carro,bueno
759,35,M,2,propio,poco,691,12,carro,malo
760,59,F,2,propio,NA,5045,15,carro,bueno
761,24,F,2,rentado,poco,2124,18,inmoviliario/equipo,malo
762,24,M,1,propio,poco,2214,12,radio/TV,bueno
763,30,M,3,gratis,NA,12680,21,carro,malo
764,27,M,2,propio,moderado,2463,24,carro,bueno
765,40,M,1,propio,poco,1155,12,radio/TV,bueno
766,31,M,1,propio,poco,3108,30,inmoviliario/equipo,malo
767,31,F,2,rentado,NA,2901,10,carro,bueno
768,28,M,2,rentado,poco,3617,12,inmoviliario/equipo,bueno
769,63,M,1,propio,poco,1655,12,radio/TV,bueno
770,26,F,2,rentado,NA,2812,24,carro,bueno
771,25,F,3,propio,poco,8065,36,educacion,malo
772,36,M,3,propio,poco,3275,21,carro,bueno
773,52,M,2,propio,moderado,2223,24,radio/TV,bueno
774,66,M,0,gratis,casi rico,1480,12,carro,bueno
775,25,F,2,rentado,NA,1371,24,carro,malo
776,37,M,2,propio,poco,3535,36,carro,bueno
777,25,F,2,propio,poco,3509,18,radio/TV,bueno
778,38,M,3,propio,rico,5711,36,carro,bueno
779,67,F,2,propio,poco,3872,18,refacciones,bueno
780,25,M,2,propio,poco,4933,39,radio/TV,malo
781,60,M,2,propio,rico,1940,24,carro,bueno
782,31,M,1,propio,poco,1410,12,educacion,bueno
783,23,F,1,propio,moderado,836,12,carro,malo
784,60,M,3,propio,NA,6468,20,carro,bueno
785,35,M,1,propio,rico,1941,18,negocios,bueno
786,40,M,2,propio,casi rico,2675,22,radio/TV,bueno
787,38,M,2,propio,NA,2751,48,carro,bueno
788,50,M,2,gratis,poco,6224,48,educacion,malo
789,27,M,2,propio,poco,5998,40,educacion,malo
790,39,F,2,propio,poco,1188,21,negocios,malo
791,41,M,3,propio,NA,6313,24,carro,bueno
792,27,M,2,propio,NA,1221,6,inmoviliario/equipo,bueno
793,51,M,2,gratis,poco,2892,24,inmoviliario/equipo,bueno
794,32,M,2,rentado,casi rico,3062,24,inmoviliario/equipo,bueno
795,22,F,2,rentado,moderado,2301,9,inmoviliario/equipo,bueno
796,51,M,2,gratis,NA,7511,18,carro,malo
797,22,F,1,rentado,poco,1258,12,inmoviliario/equipo,bueno
798,54,M,2,propio,NA,717,24,carro,bueno
799,35,M,0,propio,NA,1549,9,carro,bueno
800,54,M,2,gratis,poco,1597,24,educacion,bueno
801,48,F,1,rentado,poco,1795,18,radio/TV,bueno
802,24,F,2,propio,poco,4272,20,inmoviliario/equipo,bueno
803,35,M,2,propio,NA,976,12,radio/TV,bueno
804,24,F,0,rentado,NA,7472,12,carro,bueno
805,24,M,2,propio,poco,9271,36,carro,malo
806,26,M,1,propio,poco,590,6,radio/TV,bueno
807,65,M,2,propio,NA,930,12,radio/TV,bueno
808,55,M,3,gratis,poco,9283,42,carro,bueno
809,26,F,0,rentado,poco,1778,15,carro,malo
810,26,M,2,propio,poco,907,8,negocios,bueno
811,28,M,1,propio,poco,484,6,radio/TV,bueno
812,24,M,2,propio,poco,9629,36,carro,malo
813,54,M,2,propio,poco,3051,48,usos domesticos,malo
814,46,M,2,gratis,poco,3931,48,carro,malo
815,54,F,2,rentado,poco,7432,36,carro,bueno
816,62,M,2,propio,casi rico,1338,6,usos domesticos,bueno
817,24,F,2,rentado,poco,1554,6,radio/TV,bueno
818,43,M,3,propio,poco,15857,36,vacaciones/otros,bueno
819,26,M,2,propio,poco,1345,18,radio/TV,malo
820,27,M,2,propio,poco,1101,12,carro,bueno
821,24,M,2,propio,poco,3016,12,radio/TV,bueno
822,41,M,2,propio,poco,2712,36,inmoviliario/equipo,malo
823,47,M,1,propio,poco,731,8,carro,bueno
824,35,M,3,propio,poco,3780,18,inmoviliario/equipo,bueno
825,30,M,2,propio,poco,1602,21,carro,bueno
826,33,F,2,rentado,poco,3966,18,carro,malo
827,36,M,2,propio,poco,4165,18,negocios,malo
828,47,M,2,gratis,NA,8335,36,carro,malo
829,38,M,2,gratis,NA,6681,48,negocios,bueno
830,44,M,2,propio,casi rico,2375,24,negocios,bueno
831,23,F,2,rentado,poco,1216,18,carro,malo
832,29,M,2,rentado,poco,11816,45,negocios,malo
833,42,F,2,propio,NA,5084,24,radio/TV,bueno
834,25,F,1,propio,poco,2327,15,radio/TV,malo
835,48,M,2,propio,poco,1082,12,carro,malo
836,21,F,2,propio,NA,886,12,radio/TV,bueno
837,23,F,1,rentado,poco,601,4,inmoviliario/equipo,bueno
838,63,M,2,propio,poco,2957,24,carro,bueno
839,46,M,2,propio,poco,2611,24,radio/TV,bueno
840,29,M,2,propio,poco,5179,36,inmoviliario/equipo,malo
841,28,M,1,propio,poco,2993,21,carro,bueno
842,23,F,2,propio,poco,1943,18,refacciones,malo
843,50,M,2,propio,poco,1559,24,negocios,bueno
844,47,M,2,propio,poco,3422,18,inmoviliario/equipo,bueno
845,35,M,2,propio,NA,3976,21,inmoviliario/equipo,bueno
846,68,M,2,rentado,NA,6761,18,carro,malo
847,28,M,2,propio,poco,1249,24,carro,bueno
848,59,M,2,propio,poco,1364,9,radio/TV,bueno
849,57,M,1,propio,poco,709,12,radio/TV,malo
850,33,M,2,rentado,poco,2235,20,carro,malo
851,43,M,2,propio,NA,4042,24,carro,bueno
852,35,M,2,gratis,poco,1471,15,radio/TV,bueno
853,32,M,1,gratis,poco,1442,18,carro,malo
854,45,M,2,propio,poco,10875,36,carro,bueno
855,33,M,2,propio,moderado,1474,24,carro,bueno
856,40,F,2,propio,NA,894,10,educacion,bueno
857,28,M,2,gratis,poco,3343,15,inmoviliario/equipo,bueno
858,29,F,2,propio,poco,3959,15,carro,malo
859,26,M,2,rentado,moderado,3577,9,carro,bueno
860,27,M,2,propio,rico,5804,24,carro,bueno
861,28,M,2,propio,poco,2169,18,negocios,malo
862,35,F,2,propio,poco,2439,24,radio/TV,malo
863,32,M,1,propio,rico,4526,27,inmoviliario/equipo,bueno
864,25,M,1,rentado,poco,2210,10,inmoviliario/equipo,malo
865,20,F,2,rentado,casi rico,2221,15,inmoviliario/equipo,bueno
866,27,F,2,propio,poco,2389,18,radio/TV,bueno
867,42,M,2,propio,poco,3331,12,inmoviliario/equipo,bueno
868,37,M,2,propio,NA,7409,36,negocios,bueno
869,24,F,2,rentado,poco,652,12,inmoviliario/equipo,bueno
870,40,F,2,propio,casi rico,7678,36,inmoviliario/equipo,bueno
871,46,M,2,propio,poco,1343,6,carro,bueno
872,26,M,2,propio,moderado,1382,24,negocios,bueno
873,24,F,2,propio,NA,874,15,usos domesticos,bueno
874,29,M,1,propio,poco,3590,12,inmoviliario/equipo,bueno
875,40,F,2,propio,rico,1322,11,carro,bueno
876,36,M,3,gratis,poco,1940,18,radio/TV,bueno
877,28,M,2,propio,poco,3595,36,radio/TV,bueno
878,27,M,3,gratis,poco,1422,9,carro,malo
879,36,M,2,propio,NA,6742,30,radio/TV,bueno
880,38,M,3,propio,poco,7814,24,carro,bueno
881,48,M,2,gratis,NA,9277,24,carro,bueno
882,36,M,2,propio,NA,2181,30,carro,bueno
883,65,F,0,propio,poco,1098,18,radio/TV,bueno
884,43,M,2,propio,poco,4057,24,inmoviliario/equipo,malo
885,53,F,2,propio,poco,795,12,educacion,malo
886,34,M,2,propio,NA,2825,24,negocios,bueno
887,23,M,2,propio,poco,15672,48,negocios,malo
888,34,M,3,propio,poco,6614,36,carro,bueno
889,40,M,2,rentado,NA,7824,28,carro,bueno
890,43,M,3,propio,poco,2442,27,negocios,bueno
891,46,M,2,propio,poco,1829,15,radio/TV,bueno
892,38,M,1,propio,poco,2171,12,carro,bueno
893,34,M,2,propio,poco,5800,36,carro,bueno
894,29,M,2,propio,NA,1169,18,radio/TV,bueno
895,31,M,3,propio,NA,8947,36,carro,bueno
896,28,F,3,rentado,poco,2606,21,radio/TV,bueno
897,35,F,2,propio,rico,1592,12,inmoviliario/equipo,bueno
898,33,F,1,rentado,NA,2186,15,inmoviliario/equipo,bueno
899,42,M,2,propio,poco,4153,18,inmoviliario/equipo,malo
900,43,M,2,rentado,poco,2625,16,carro,malo
901,44,M,2,propio,NA,3485,20,carro,bueno
902,42,M,2,gratis,NA,10477,36,carro,bueno
903,40,M,2,rentado,NA,1386,15,radio/TV,bueno
904,36,M,3,propio,poco,1278,24,radio/TV,bueno
905,20,M,3,rentado,poco,1107,12,radio/TV,bueno
906,24,M,1,propio,NA,3763,21,carro,bueno
907,27,M,2,propio,NA,3711,36,educacion,bueno
908,46,F,1,propio,poco,3594,15,carro,bueno
909,33,F,1,propio,NA,3195,9,carro,bueno
910,34,F,2,propio,poco,4454,36,radio/TV,bueno
911,25,F,1,propio,poco,4736,24,inmoviliario/equipo,malo
912,25,F,2,propio,NA,2991,30,radio/TV,bueno
913,28,M,2,propio,rico,2142,11,negocios,bueno
914,31,M,2,rentado,poco,3161,24,negocios,malo
915,32,F,3,propio,poco,18424,48,vacaciones/otros,malo
916,32,M,2,propio,moderado,2848,10,carro,bueno
917,68,M,3,propio,poco,14896,6,carro,malo
918,33,M,2,propio,moderado,2359,24,inmoviliario/equipo,malo
919,39,M,3,rentado,poco,3345,24,inmoviliario/equipo,malo
920,28,F,2,propio,poco,1817,18,inmoviliario/equipo,bueno
921,37,M,3,propio,casi rico,12749,48,radio/TV,bueno
922,22,F,2,rentado,poco,1366,9,radio/TV,malo
923,30,M,2,rentado,poco,2002,12,carro,bueno
924,55,M,2,propio,poco,6872,24,inmoviliario/equipo,malo
925,46,M,2,propio,poco,697,12,carro,malo
926,21,F,2,rentado,poco,1049,18,inmoviliario/equipo,bueno
927,39,M,2,gratis,poco,10297,48,carro,malo
928,58,M,2,propio,NA,1867,30,radio/TV,bueno
929,43,M,1,propio,poco,1344,12,carro,bueno
930,24,M,1,propio,poco,1747,24,inmoviliario/equipo,bueno
931,22,F,2,propio,poco,1670,9,radio/TV,malo
